tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets,neg,neu,pos
Archie’s face is the best ! #varchie https://t.co/TBhfxzmnvo https://t.co/892fJGuZlw,True,en,10,1,2021-02-25 17:41:23,1364993910192414722,"['archie', 'face', 'best', 'varchie']",archie’s face is the best ! varchie  ,0.00,0.00,1.00
"@jamessalt94 @barchiesblossom YES, sameee!! I didn’t see the Varchie hints at all. Barchie is stronger than ever.",False,en,1,0,2021-02-25 17:41:18,1364993892114968579,"['yes', 'sameee', 'see', 'varchie', 'hints', 'barchie', 'stronger', 'ever']","  yes, sameee!! i didn’t see the varchie hints at all. barchie is stronger than ever.",0.00,0.00,1.00
@eIenadamons maybe if you weren’t brain dead and shipped varchie you’d could enjoy the edit in full 💖,False,en,1,0,2021-02-25 17:41:13,1364993871072100354,"['maybe', 'brain', 'dead', 'shipped', 'varchie', 'could', 'enjoy', 'edit', 'full']", maybe if you weren’t brain dead and shipped varchie you’d could enjoy the edit in full :sparkling heart:,0.00,0.00,1.00
"Archie isn’t jealous of Chad, he’s protective bc even tho Varchie is no longer together he still cares about her &amp; clearly is gonna worry if she’s not happy in her marriage. The writers wouldn’t hype Barchie up or say ”7 years in the making” to end it before it even started",False,en,14,3,2021-02-25 17:40:03,1364993577286307844,"['archie', 'jealous', 'chad', 'protective', 'bc', 'even', 'tho', 'varchie', 'longer', 'together', 'still', 'cares', 'amp', 'clearly', 'gonna', 'worry', 'happy', 'marriage', 'writers', 'hype', 'barchie', 'say', '7', 'years', 'making', 'end', 'even', 'started']","archie isn’t jealous of chad, he’s protective bc even tho varchie is no longer together he still cares about her &amp; clearly is gonna worry if she’s not happy in her marriage. the writers wouldn’t hype barchie up or say ”7 years in the making” to end it before it even started",0.02,0.00,0.98
RT @MendesApaSource: A Message For The Varchies #varchie #riverdale #varchieendgame https://t.co/qA7wwTQMpO,False,en,0,56,2021-02-25 17:38:09,1364993098078650370,"['message', 'varchies', 'varchie', 'riverdale', 'varchieendgame']",rt : a message for the varchies varchie riverdale varchieendgame ,0.11,0.00,0.89
@chonicarrington ill have u know i actually don’t mind varchie so sym ☺️,False,en,2,0,2021-02-25 17:35:32,1364992440978071555,"['ill', 'u', 'know', 'actually', 'mind', 'varchie', 'sym']", ill have u know i actually don’t mind varchie so sym :smiling face:,0.00,0.00,1.00
RT @slowburnsftw: y’all talking about varchie and the writers are now playing IF YOU LOVE ME in the background of a barchie scene. WAKE THE…,False,en,0,23,2021-02-25 17:35:26,1364992414763655170,"['talking', 'varchie', 'writers', 'playing', 'love', 'background', 'barchie', 'scene', 'wake']",rt : y’all talking about varchie and the writers are now playing if you love me in the background of a barchie scene. wake the…,0.04,0.00,0.96
"“Veronica, you’re the strongest person that I know”. https://t.co/p5PQSqaBhn",False,en,3,0,2021-02-25 17:34:43,1364992232756047874,"['veronica', 'strongest', 'person', 'know']","“veronica, you’re the strongest person that i know”. ",0.00,0.00,1.00
"“I’m sorry, Veronica” https://t.co/0GdCu5WjJJ",False,en,2,0,2021-02-25 17:34:29,1364992173310173189,"['sorry', 'veronica']","“i’m sorry, veronica” ",0.00,0.00,1.00
"Archie to Veronica when she’s going through something: 

“I came to make sure you’re okay.” 

“I’m worried about you, Veronica”

“tell me what’s really going on” https://t.co/BAxslX9uOW",False,en,2,0,2021-02-25 17:34:18,1364992126807859206,"['archie', 'veronica', 'going', 'something', 'came', 'make', 'sure', 'okay', 'worried', 'veronica', 'tell', 'really', 'going']","archie to veronica when she’s going through something: 

“i came to make sure you’re okay.” 

“i’m worried about you, veronica”

“tell me what’s really going on” ",0.00,0.00,1.00
Archie to Betty when she tries to tell him about her problems: “OOOF that sucks”. https://t.co/L1TNfpkdsN,False,en,2,0,2021-02-25 17:34:01,1364992055588642818,"['archie', 'betty', 'tries', 'tell', 'problems', 'ooof', 'sucks']",archie to betty when she tries to tell him about her problems: “ooof that sucks”. ,0.00,0.00,1.00
@vickynews I have nothing against Barchie they are cute and I understand u can’t keep ships together the entire time on the show or it will be boring Varchie will probably not happen until near the end of the season because Veronica is still married but Bughead and Varchie are endgame,False,en,1,0,2021-02-25 17:32:19,1364991631548637187,"['nothing', 'barchie', 'cute', 'understand', 'u', 'keep', 'ships', 'together', 'entire', 'time', 'show', 'boring', 'varchie', 'probably', 'happen', 'near', 'end', 'season', 'veronica', 'still', 'married', 'bughead', 'varchie', 'endgame']", i have nothing against barchie they are cute and i understand u can’t keep ships together the entire time on the show or it will be boring varchie will probably not happen until near the end of the season because veronica is still married but bughead and varchie are endgame,0.06,0.06,0.89
RT @xoxo_barchie: @stefsarch Wait there was Varchie in the episode I lowkey only felt bestie vibes,False,en,0,1,2021-02-25 17:31:25,1364991401482743809,"['wait', 'varchie', 'episode', 'lowkey', 'felt', 'bestie', 'vibes']",rt  barchie:  wait there was varchie in the episode i lowkey only felt bestie vibes,0.00,0.00,1.00
credit to @dazytopaz who couldn’t be caught tweeting about varchie https://t.co/YKsT39C7zn,False,en,2,0,2021-02-25 17:30:15,1364991110196711435,"['credit', 'caught', 'tweeting', 'varchie']",credit to  who couldn’t be caught tweeting about varchie ,0.00,0.00,1.00
varchie punching reggie is very pleasing to me https://t.co/8eDGKFXHqU,False,en,235,35,2021-02-25 17:29:50,1364991006429618177,"['varchie', 'punching', 'reggie', 'pleasing']",varchie punching reggie is very pleasing to me ,0.00,0.00,1.00
can you enlighten us on who this nobody is ? because I deadass watch riverdale for varchie and bughead so like who's nobody ? https://t.co/eNFlfxuWRW,True,en,0,0,2021-02-25 17:28:40,1364990709133115399,"['enlighten', 'us', 'nobody', 'deadass', 'watch', 'riverdale', 'varchie', 'bughead', 'like', 'nobody']",can you enlighten us on who this nobody is ? because i deadass watch riverdale for varchie and bughead so like who's nobody ? ,0.04,0.00,0.96
RT @VarchiePolls: Chad .. Hey.. You’re still here ! #varchie https://t.co/YQmKy2TZnZ,True,en,0,1,2021-02-25 17:28:11,1364990588928540673,"['chad', 'hey', 'still', 'varchie']",rt : chad .. hey.. you’re still here ! varchie ,0.00,0.00,1.00
RT @mitchelsdemhawk: varchie best ship on riverdale they even have barchie accounts talking about them anyways varchie endgame coming soon…,True,en,0,1,2021-02-25 17:26:36,1364990189664276484,"['varchie', 'best', 'ship', 'riverdale', 'even', 'barchie', 'accounts', 'talking', 'anyways', 'varchie', 'endgame', 'coming', 'soon']",rt : varchie best ship on riverdale they even have barchie accounts talking about them anyways varchie endgame coming soon…,0.05,0.00,0.95
if varchie really is a flop than why they say heart eyes towards each other why are they the best ship right now ? why are they inlove ? why are they gonna be endgame ? https://t.co/o6h6YXGBM5,False,en,1,0,2021-02-25 17:26:32,1364990176255242244,"['varchie', 'really', 'flop', 'say', 'heart', 'eyes', 'towards', 'best', 'ship', 'right', 'inlove', 'gonna', 'endgame']",if varchie really is a flop than why they say heart eyes towards each other why are they the best ship right now ? why are they inlove ? why are they gonna be endgame ? ,0.06,0.00,0.94
RT @BarchieForever1: @RiverdaleWriter Ugh No NO No no more varchie I have watched enough of them! 🤦🏻‍♀️ #Barchie #BarchieEndgame https://t.…,False,en,0,2,2021-02-25 17:26:32,1364990176238456832,"['ugh', 'varchie', 'watched', 'enough', 'barchie', 'barchieendgame']",rt :  ugh no no no no more varchie i have watched enough of them! :woman facepalming light skin tone: barchie barchieendgame ,0.05,0.00,0.95
"RT @bestarchiebetty: @RiverdaleWriter nobody can take more varchie, it was 4 seasons of them and being boring, let barchie happen!! https:/…",False,en,0,9,2021-02-25 17:25:50,1364989999184240647,"['nobody', 'take', 'varchie', '4', 'seasons', 'boring', 'let', 'barchie', 'happen']","rt :  nobody can take more varchie, it was 4 seasons of them and being boring, let barchie happen!! https:/…",0.00,0.06,0.94
varchie best ship on riverdale they even have barchie accounts talking about them anyways varchie endgame coming soon https://t.co/sYyGFBBqLT https://t.co/upYHKrWK7U,True,en,1,1,2021-02-25 17:24:27,1364989649375154182,"['varchie', 'best', 'ship', 'riverdale', 'even', 'barchie', 'accounts', 'talking', 'anyways', 'varchie', 'endgame', 'coming', 'soon']",varchie best ship on riverdale they even have barchie accounts talking about them anyways varchie endgame coming soon  ,0.06,0.00,0.94
"https://t.co/yKyXnMjV1O #varchie in episode 6, a big meal !!!!",False,en,3,0,2021-02-25 17:23:22,1364989377244508166,"['varchie', 'episode', '6', 'big', 'meal']"," varchie in episode 6, a big meal !!!!",0.00,0.00,1.00
"RT @rcnnieandrewss: ""nobody wants to see varchie"" yeah and the writers said they don't  care about what you want so now what? you want fan…",False,en,0,10,2021-02-25 17:22:39,1364989196625190912,"['nobody', 'wants', 'see', 'varchie', 'yeah', 'writers', 'said', 'care', 'want', 'want', 'fan']","rt : ""nobody wants to see varchie"" yeah and the writers said they don't  care about what you want so now what? you want fan…",0.00,0.00,1.00
"@bugheadspov i heard itso good for varchie, might watch it",False,en,0,0,2021-02-25 17:22:21,1364989123019173891,"['heard', 'itso', 'good', 'varchie', 'might', 'watch']"," i heard itso good for varchie, might watch it",0.11,0.00,0.89
also LOL at these veronica chad archie scenes ........ varchie becoming a plot device for future barchie angst how cute 🥰,False,en,0,0,2021-02-25 17:21:52,1364989000969256967,"['also', 'lol', 'veronica', 'chad', 'archie', 'scenes', 'varchie', 'becoming', 'plot', 'device', 'future', 'barchie', 'angst', 'cute']",also lol at these veronica chad archie scenes ........ varchie becoming a plot device for future barchie angst how cute :smiling face with hearts:,0.00,0.05,0.95
RT @theone_bitxh: “Bughead and varchie are fan service”😡😡😡😡 https://t.co/KIJQYxYzdT,False,en,0,1,2021-02-25 17:21:01,1364988786321608711,"['bughead', 'varchie', 'fan', 'service']",rt  bitxh: “bughead and varchie are fan service”:pouting face::pouting face::pouting face::pouting face: ,0.00,0.00,1.00
@loveecami My favorite part 🤣🤣🤣,False,en,2,0,2021-02-25 17:20:44,1364988715005837312,"['favorite', 'part']", my favorite part :rolling on the floor laughing::rolling on the floor laughing::rolling on the floor laughing:,0.08,0.00,0.92
"This line make me laugh so hard 🤣

https://t.co/x5DaBtsEvi",True,en,2,0,2021-02-25 17:18:59,1364988275681865728,"['line', 'make', 'laugh', 'hard']","this line make me laugh so hard :rolling on the floor laughing:

",0.00,0.00,1.00
@jensIindIeys i get your point i do but yes barchie is doing fwb but that’s only setting them up to fall in love 😭😭 it’s the smartest trope for them to do imo.. but anyways literally the only reason varchie antis talked shit about how much sex they had was only cause they were dating and++,False,en,1,0,2021-02-25 17:17:35,1364987920470466564,"['get', 'point', 'yes', 'barchie', 'fwb', 'setting', 'fall', 'love', 'smartest', 'trope', 'imo', 'anyways', 'literally', 'reason', 'varchie', 'antis', 'talked', 'shit', 'much', 'sex', 'cause', 'dating']", i get your point i do but yes barchie is doing fwb but that’s only setting them up to fall in love :loudly crying face::loudly crying face: it’s the smartest trope for them to do imo.. but anyways literally the only reason varchie antis talked shit about how much sex they had was only cause they were dating and++,0.02,0.00,0.98
@juqheadjonez there’s good varchie and one choni scene AND good jug and tabitha scenes and some ba but that’s basically it 😭,False,en,3,0,2021-02-25 17:17:18,1364987850748534787,"['good', 'varchie', 'one', 'choni', 'scene', 'good', 'jug', 'tabitha', 'scenes', 'ba', 'basically']", there’s good varchie and one choni scene and good jug and tabitha scenes and some ba but that’s basically it :loudly crying face:,0.10,0.00,0.90
@bettyarchics i get it but it just doesn’t make any sense to me why ppl were always shitting on varchie for having sex and always saying that barchie had an emotional connection but now barchie is literally having a trope where it’s just sex 🤷🏽‍♀️ it just doesn’t make sense to me and it more for,False,en,0,0,2021-02-25 17:15:40,1364987438293114880,"['get', 'make', 'sense', 'ppl', 'always', 'shitting', 'varchie', 'sex', 'always', 'saying', 'barchie', 'emotional', 'connection', 'barchie', 'literally', 'trope', 'sex', 'make', 'sense']", i get it but it just doesn’t make any sense to me why ppl were always shitting on varchie for having sex and always saying that barchie had an emotional connection but now barchie is literally having a trope where it’s just sex :woman shrugging medium skin tone: it just doesn’t make sense to me and it more for,0.00,0.00,1.00
ok but how can ba be endg- when they had 4 SEASONS of bugvarchie- like it just doesn’t make sense they had them say they will always love eachother multiple times and mary literally called varchie endgame lmfao im just saying why would them do all that and not have them endgame??,False,en,0,0,2021-02-25 17:14:10,1364987062462656522,"['ok', 'ba', 'endg', '4', 'seasons', 'bugvarchie', 'like', 'make', 'sense', 'say', 'always', 'love', 'eachother', 'multiple', 'times', 'mary', 'literally', 'called', 'varchie', 'endgame', 'lmfao', 'im', 'saying', 'would', 'endgame']",ok but how can ba be endg- when they had 4 seasons of bugvarchie- like it just doesn’t make sense they had them say they will always love eachother multiple times and mary literally called varchie endgame lmfao im just saying why would them do all that and not have them endgame??,0.10,0.00,0.90
